Authors,Author IDs,Title,Year,Journal,Link,Abstract,Keywords,Document Type,DOI,TLDR,citation_id,scholar_id,dosen,source,Scraped_By_Pipeline
Aditya Prapanca,WdhKN0sAAAAJ,Rancang Bangun Sistem Reservasi Hotel Online Untuk Mendukung Digitalisasi Layanan Hotel X,2025,"Journal of Informatics and Computer Science (JINACS) 7 (02), 525-538, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:HtEfBTGE9r8C,,,Artikel,,,WdhKN0sAAAAJ:HtEfBTGE9r8C,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar,True
"Ricky Eka Putra, Aditya Prapanca, Anita Qoiriah",WdhKN0sAAAAJ;cPj-iOIAAAAJ;N6RJilIAAAAJ,Penerapan Dinov2 Pada Content Based Image Retrieval (Cbir) Dalam Website Katalog Digital Batik Surabaya,2025,"Journal of Informatics and Computer Science (JINACS) 6 (03), 678-687, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:PVjk1bu6vJQC,"Abstrak— Penelitian ini bertujuan mendeskripsikan  Penerapan sistem teknologi model AI dengan metode pelatihan DINOv2 dalam CBIR untuk motif batik pada website katalog digital batik Surabaya, Hasil pengukuran performa website katalog digital batik Surabaya, dan hasil penilaian pelaku UKM batik Surabaya terhadap efektivitas website dalam membantu memperkenalkan dan memasarkan batik dengan motif khas Surabaya. Jenis penelitian adalah deskriptif kuantitatif. Metode penelitian menggunakan double diamond model meliputi empat tahap yaitu: Discover meliputi analisis informasi mengenai jenis-jenis batik Surabaya yang dijadikan sebagai sumber ide utama pembuatan Katalog digital berbasis web dengan menerapkan DINOv2, define yaitu menganalisis tahapan yang akan dilakukan dalam pengembangan dan perancangan Katalog Digital, Develop yaitu pengembangan dari permasalahan yang ada pada tahap sebelumnya dengan solusi melakukan penyusunan storyboard, susunan gambar batik, rancangan desain katalog digital, dan elemen-elemen desain katalog digital, dan Deliver yaitu dilakukan pemikiran secara konvergen dan fokus kepada responden.. Instrumen pengumpulan data menggunakan kuisioner dengan jumlah responden 18 orang pelaku UKM batik. Skala instrumen yang digunakan yaitu rating scale likert dengan interval 1- 4. Hasil penelitian menunjukkan bahwa Penerapan DINOv2 dalam CBIR untuk motif batik Surabaya dapat dilakukan Performa CBIR dapat mencapai 74% dengan rata-rata 64% Katalog digital batik Surabaya dinilai efektif sebagai sarana informasi batik motif khas surabaya. Berdasarkan hasil tersebut disimpulkan bahwa secara keseluruhan website katalog digital batik Surabaya mendapatkan nilai yang baik. Katalog digital batik Surabaya bisa digunakan sebagai media pengenalan dan pemasran motif batik khas Surabaya sehingga bisa dikenal lebih luas oleh masyarakat.
 
Kata Kunci— Batik Surabaya, CBIR, DINOv2, Katalog digital.","Batik Surabaya, CBIR, DINOv2, Katalog digital",JournalArticle,10.26740/jinacs.v6n03.p678-687,"This study investigates the application of DINOv2 in content-based image retrieval (CBIR) for identifying batik motifs on the Surabaya website's catalog, demonstrating that this approach can achieve high performance with a rating scale of 64%.",WdhKN0sAAAAJ:PVjk1bu6vJQC,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar,True
Aditya Prapanca,WdhKN0sAAAAJ,Penerapan Load Balancing Dengan Metode Ecmp (Equal-Cost Multipath) Pada Jaringan Internet Di Pondok Pesantren Al Jihad Surabaya,2025,"Journal of Informatics and Computer Science (JINACS) 6 (03), 639-646, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:5qfkUJPXOUwC,"Abstrak— Lambatnya jaringan internet sangat menghambat pekerjaan, pengetahuan dan akses informasi oleh karena itu load balancing hadir sebagai solusi untuk mengatasi lambatnya jaringan internet. Perlunya menganalisis bagaimana peningkatan QoS (Quality of Services) melalui penerapan metode Load Balancing Metode ECMP (Equal-Cost Multipath) sebagai salah satu pendekatan dalam load balancing yang digunakan untuk mendistribusikan lalu lintas secara merata di antara beberapa jalur atau rute dengan biaya yang sama pada jaringan internet pada Pondok Pesantren Al-Jihad Surabaya serta mengatasi permasalahan jaringan internet pada Pondok Pesantren Al-Jihad Surabaya.
Hasil pengujian failover dapat disimpulkan bahwa sistem failover beroperasi dengan baik pada protokol ICMP, TCP, dan UDP. Pada saat terjadi pemutusan jalur pada salah satu interface yang digunakan, sistem secara otomatis beralih ke interface yang masih aktif tanpa mengalami kendala. Dengan demikian, dapat disimpulkan bahwa implementasi load balancing menggunakan metode ECMP berhasil mengatasi masalah keterbatasan kecepatan internet di Pondok Pesantren Al Jihad Surabaya dengan efektif, terutama dalam konteks failover pada protokol ICMP, TCP, dan UDP.
 
Kata Kunci— Load Balancing, metode ECMP, jaringan internet","Load Balancing, metode ECMP, jaringan",JournalArticle,10.26740/jinacs.v6n03.p639-646,Load balancing using Equal-Cost Multipath (ECMP) in the context of Internet infrastructure at a primary school in Surabaya demonstrates its effectiveness in addressing network congestion through efficient resource distribution.,WdhKN0sAAAAJ:5qfkUJPXOUwC,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar,True
"Aditya Prapanca, Arif Widodo, Aries Dwi Indriyanti",WdhKN0sAAAAJ;RES4QIQAAAAJ;Jzuk6doAAAAJ,Susu Kedelai: Teknologi Pembuatan Dan Prospek Usahanya,2024,"Mitra Edukasi dan Publikasi, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:rmuvC79q63oC,,,Artikel,,,WdhKN0sAAAAJ:rmuvC79q63oC,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar,True
Aditya Prapanca,WdhKN0sAAAAJ,Metabharata Game Based On Javanese Wayang Art Using Unity,2024,"Vokasi Unesa Bulletin of Engineering, Technology and Applied Science, 38-45, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:ClCfbGk0d_YC,"The development of the 2D game Metabharata was initiated as an effort to introduce and preserve the art of Javanese puppetry, especially to the younger generation. Javanese wayang, with its deep artistic and philosophical values, is considered to have the potential to be creatively conveyed through the medium of 2D games. This research applies the Waterfall model development method to ensure a structured approach in the creation process. The Metabharata game is geared towards bringing together digital technology, structured software development methods, and the rich cultural arts of Javanese wayang. The testing of this game involved content validity analysis, construct validity through a multi-expert approach, and usability testing with the USE Questionnaire. The validity results showed a very valid level of validity, and usability testing showed high satisfaction with a usability percentage of 94%. With these results, it can be concluded that ‘Metabharata’ is worth maintaining and developing further as a contribution to the development of local culture-based games.","2D Game, Waterfall Model, Unity, Javanese Puppetry, Cultural Revitalization",JournalArticle,10.26740/vubeta.v1i1.34034,"The Metabharata game based on Javanese wayang puppetry utilizes Unity for 2D development, incorporating structured software techniques and preserving Javanese wayang's artistic and philosophical value.",WdhKN0sAAAAJ:ClCfbGk0d_YC,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar,True
Aditya Prapanca,WdhKN0sAAAAJ,Perancangan Website Online Course (Kitaptn) Untuk Persiapan Utbk Menggunakan Algoritma Fisher-Yates Shuffle,2024,"Journal of Informatics and Computer Science (JINACS) 6 (02), 581-588, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:FPJr55Dyh1AC,"views: 158 , PDF Downloads: 158 Submission Submissions menu Menu Focus and Scope Author Guidelines Publication Ethics Editorial Board Reviewer Abstracting and Indexing Contact Us coba Acreditation template Template statistic Visitor Statistics View My Stats tool Tools Alamat kantor Journal of Informatics and Computer Science (JINACS) Gedung A10 Jurusan Teknik Informatika, Fakultas Teknik, Universitas Negeri Surabaya Jl. Ketintang, Ketintang, Kec. Gayungan, Kota Surabaya, Jawa Timur 60231 jinacs@unesa.ac.id Jurnal ini diterbitkan dengan University Open Journal System , Universitas Negeri Surabaya Copyright Journal of Informatics and Computer Science (JINACS) ( e-ISSN: 2686-2220 ).",Computer science,JournalArticle,10.26740/jinacs.v6n02.p581-588,,WdhKN0sAAAAJ:FPJr55Dyh1AC,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar,True
Aditya Prapanca,WdhKN0sAAAAJ,Analisis Perbandingan Performa Pola Arsitektur Model-View-Viewmodel (Mvvm) Dan Model-View-Presenter (Mvp) Pada Pengembangan Aplikasi Desa Wisata Berbasis Android,2024,"Journal of Informatics and Computer Science (JINACS) 6 (02), 465-478, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:Ug5p-4gJ2f0C,"Teknologi informasi memiliki peran krusial dalam kemajuan dunia, terutama dengan semakin dominannya penggunaan smartphone berbasis Android. Perkembangan ini menimbulkan tantangan dalam pemeliharaan aplikasi Android yang semakin kompleks. Pola arsitektur Model-View-ViewModel (MVVM) dan Model-View-Presenter (MVP) hadir untuk mengatasi tantangan ini. Namun, penelitian mengenai pengaruh dan perbandingan performa antara kedua pola arsitektur ini masih sangat terbatas. Penelitian ini mengangkat masalah tersebut dengan menganalisis perbandingan performa aplikasi berbasis Android yang dikembangkan menggunakan dua pola arsitektur, yakni MVVM dan MVP, khususnya dalam aplikasi desa wisata. Tujuan dari penelitian ini adalah untuk mengetahui pengaruh, menganalisis, dan merekomendasikan pola arsitektur yang optimal berdasarkan efisiensi penggunaan sumber daya. Metodologi penelitian ini bersifat eksperimental dengan melibatkan pengembangan dua aplikasi dengan masing-masing pola arsitektur dan pengujian performa menggunakan Android Studio Profiler untuk mengukur penggunaan CPU, RAM, dan waktu eksekusi. Hasil penelitian menunjukkan bahwa aplikasi yang dikembangkan dengan pola arsitektur MVVM memiliki performa yang lebih efisien terutama dalam penggunaan CPU dan RAM serta waktu eksekusi dibandingkan MVP. Temuan ini memberikan rekomendasi bagi pengembang aplikasi dalam memilih pola arsitektur yang tepat guna meningkatkan kinerja aplikasi Android. 
Kata Kunci: MVVM, MVP, Android, Performa aplikasi, Pola arsitektur perangkat lunak","MVVM, MVP, Android, Performa aplikasi, Pola arsitektur perangkat lunak",JournalArticle,10.26740/jinacs.v6n02.p465-478,"This study examines the comparative performance of two architectural patterns in Android app development for a tourism-based application, specifically focusing on MVVM and MVP, with an emphasis on their impact on efficiency and performance.",WdhKN0sAAAAJ:Ug5p-4gJ2f0C,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar,True
"Aditya Prapanca, Ronggo Alit",WdhKN0sAAAAJ;fkxhjZ4AAAAJ,Adaptive Smart Lighting Dengan Memanfaatkan Teknologi Berbasis Internet Of Things (Iot),2024,"JIEET (Journal of Information Engineering and Educational Technology) 8 (1 …, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:edDO8Oi4QzsC,"Adakalanya penerapan teknologi internet of thing (IoT) di rumah hanya sekedar merubah sesuatu perangkat yang dikendalikan secara manual menjadi otomatis secara remote melalui internet, sehingga masih butuh keterlibatan manusia dalam mengaturnya secara rutin. Namun teknologi IoT tidak berhenti disitu perlu dioptimalkan lagi agar bisa beradaptasi dengan kondisi lingkungan, seperti halnya pengaturan penerangan lampu rumah yang sudah mengimplementasikan IoT yang kebanyakan masih mengikuti jadwal yang telah ditentukan oleh pemilik rumah, seperti lampu teras yang akan nyala jam 5.00 sore dan mati jam 6.00 pagi, sedangkan matahari terbit dan terbenam disetiap bulannya selalu berubah-rubah tergantung posisi bumi terhadap matahari dan juga posisi rumah tersebut dibelahan bumi sebelah mana. Daerah Tropis, sub Tropis, Kutub bumi tentunya memiliki jadwal terbit dan terbenamnya matahari yang berbeda-beda, sehingga jika pengaturan penerangan rumah hanya berdasarkan jadwal rumah saja masih memiliki kelemahan, yaitu kurang efisien karena tidak bisa beradaptasi dengan lingkungan terutama perubahan jadwal terbit dan terbenamnya matahari. Permasalahan sering muncul dengan penerapan IoT penerangan lampu teras rumah adalah metode penjadwalan nyala dan matinya lampu bersifat tetap sehingga tidak mengikuti perubahan jadwal terbit dan terbenamnya matahari. Untuk memecahkan permasalahan tersebut dalam penelitian bertujuan melakukan perubahan metode penjadwalan nyala dan mati lampu yang bersifat adaptive dengan menggunakan data jadwal terbit dan tenggelamnya matahari dari internet berdasarkan tanggal dan wilayah lokasi rumah tersebut. 
Dari hasil pengujian diperoleh hasil bahwa untuk kendali reguler lamp dengan Smart Wall Switch memiliki kelebihan pilihan daya lampu yang bervariasi dan lampu mudah didapatkan ketika rusak, namun warna lampu (RGB) tidak dapat diatur seperti pada reguler Lamp. Untuk Nyala/Mati lampu selain menggunakan kendali manual juga dapat dilakukan secara otomatis dengan memanfaatkan data terbit (sunrise) dan tenggelam matahari (sunset), sehingga nyala/mati lampu sudah dapat dilakukan secara otomatis tanpa perlu interfensi manusia.","Internet of Things, Computer science, Internet privacy",JournalArticle,10.26740/jieet.v8n1.p18-24,"Adaptive smart lighting systems using IoT can adapt to various conditions by monitoring sunrise and sunset for optimal illumination, reducing reliance on manual controls while maintaining flexibility in response to changing environmental factors such as sunlight availability and weather patterns.",WdhKN0sAAAAJ:edDO8Oi4QzsC,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar,True
Aditya Prapanca,WdhKN0sAAAAJ,Rancang Bangun Aplikasi Uji Kompetensi Mata Pelajaran Dasar-Dasar Program Keahlian Pplg Berbasis Website Dengan Model Pembelajaran Problem Based Learning (Studi Kasus Smk …,2024,"IT-Edu: Jurnal Information Technology and Education 9 (1), 192-204, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:XoXfffV-tXoC,"Era digitalisasi telah membawa perubahan dalam berbagai aspek kehidupan, termasuk dalam pendidikan. Pembelajaran yang efektif menjadi fokus utama, di mana interaksi antara peserta didik, tenaga pendidik, dan sumber belajar memainkan peran penting dalam mencapai tujuan pembelajaran, terutama terkait dengan pengembangan kemampuan peserta didik. Dalam hal tersebut terdapat beberapa tantangan seperti yang ada pada penelitian ini yaitu dalam pembelajaran kelas X RPL masih melaksanakan metode Teacher Centered Learning. Proses pembelajaran TCL dilaksanakan menggunakan media pembelajaran berupa PowerPoint, sehingga peserta didik cenderung hanya mendengarkan penjelasan yang diberikan oleh guru tanpa adanya timbal balik atau respon yang diberikan oleh peserta didik. Selain itu, kurang adanya praktikum juga dapat mengakibatkan kurangnya pemahaman materi dan kemampuan peserta didik dalam proses pemecahan masalah kompleks yang disebut dengan kemampuan Computational Thinking atau berpikir komputasi. Dengan demikian dalam pelaksanaannya, penelitian ini mencoba untuk memberikan solusi yang tertuang pada skripsi berjudul ""Rancang Bangun Aplikasi Uji Kompetensi Mata Pelajaran Dasar - Dasar Program Keahlian PPLG Berbasis Website Dengan Model Pembelajaran Problem Based Learning (Studi Kasus SMK Negeri 10 Surabaya)"" yang diharapkan dapat meningkatkan kemampuan Computational Thinking peserta didik setelah adanya penggunaan aplikasi uji kompetensi berbasis website yang dibuat. Berdasarkan hasil pengujian penelitian diperoleh rata – rata hasil uji validasi adalah sebesar 93,11% yaitu sangat valid, sedangkan uji hipotesis H1 diperoleh hasil bahwa terdapat peningkatan Computational Thinking pada peserta didik setelah adanya penggunaan aplikasi uji kompetensi berbasis website.","Humanities, Mathematics education, Psychology, Art",JournalArticle,10.26740/it-edu.v9i1.61101,This study aims to develop an application for assessing basic skills in primary school education using problem-based learning with a model of teacher-centered learning at Smk Negeri 10 Surabaya.,WdhKN0sAAAAJ:XoXfffV-tXoC,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar,True
Aditya Prapanca,WdhKN0sAAAAJ,Simulasi Implementasi High Availability Server Menggunakan Ceph Pada Proxmox,2024,"Journal of Informatics and Computer Science (JINACS) 6 (01), 131-136, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:ruyezt5ZtCIC,"Penelitian ini berfokus pada perancangan dan implementasi sistem high availability (HA) menggunakan Ceph pada Proxmox VE, dengan tujuan utama mengurangi downtime dan meminimalisir kebutuhan intervensi manusia dalam pemulihan sistem. Hasil pengujian menunjukkan bahwa sistem yang dikembangkan berhasil mencapai tingkat ketersediaan (HA) yang tinggi, dengan Virtual Machines (VM) mencapai tingkat ketersediaan lebih dari 97% dan container mencapai tingkat ketersediaan di atas 94%. Peningkatan spesifikasi perangkat keras pada Proxmox VE juga memberikan dampak positif pada kinerja HA, terutama pada VM yang mampu memanfaatkan sumber daya tambahan dengan lebih efektif. Skrip otomatis yang dibuat untuk mendeteksi dan memulihkan kegagalan pada Proxmox VE terbukti efektif dalam menjaga stabilitas dan kinerja layanan. Evaluasi dan optimasi kinerja sistem melalui simulasi berbagai skenario menunjukkan kemampuan sistem dalam mempertahankan tingkat ketersediaan yang tinggi dengan waktu pemulihan yang cepat, sehingga mengurangi dampak negatif downtime terhadap layanan. Penelitian ini memberikan kontribusi signifikan dalam pemahaman dan implementasi sistem HA yang efisien dan handal dalam lingkungan virtualisasi berbasis Ceph dan Proxmox VE. 
Kata Kunci: High Availability, Ceph, Proxmox VE, Virtual Machine, Container, Downtime, Skrip Otomatis, Stabilitas Sistem","High Availability, Ceph, Proxmox VE, Virtual Machine, Container, Downtime, Skrip Otomatis, Stabilitas Sistem Downloads Download data",JournalArticle,10.26740/jinacs.v6n01.p131-136,"Penelitian ini membahas cara mengimplementasikan High Availability server menggunakan Ceph pada Proxmox VE, dengan tujuan meningkatkan ketersediaan sistem dan meminimalkan downtime, serta memberikan pengetahuan praktis tentang manajemen infrastruktur virtualisasi berbasis Ceph dan Proxmox VE.",WdhKN0sAAAAJ:ruyezt5ZtCIC,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar,True
Aditya Prapanca,WdhKN0sAAAAJ,Rancang Bangun Game 2D Metabharata Berbasis Android Dengan Waterfall Model Menggunakan Software Unity Sebagai Game Berbasis Kesenian Wayang Jawa,2024,"Journal of Informatics and Computer Science (JINACS) 5 (04), 608-615, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:q3CdL3IzO_QC,"Pengembangan game 2D Metabharata diinisiasi sebagai upaya untuk memperkenalkan dan melestarikan kesenian wayang Jawa, khususnya kepada generasi muda. Wayang Jawa, dengan nilai seni dan filosofi yang mendalam, dianggap memiliki potensi untuk disampaikan secara kreatif melalui medium game 2D. Penelitian ini menerapkan metode pengembangan Waterfall model untuk memastikan pendekatan terstruktur dalam proses pembuatannya. Game Metabharata diarahkan untuk menyatukan teknologi digital, metode pengembangan perangkat lunak yang terstruktur, dan kekayaan seni budaya wayang Jawa. Manfaat dari penelitian ini melibatkan peningkatan apresiasi seni wayang Jawa, terhubungnya generasi dengan budaya lokal, dukungan bagi pengembangan game lokal, serta kontribusi sebagai media yang menarik dan interaktif dalam merevitalisasi budaya. ""Metabharata"" diharapkan menjadi alat efektif untuk mempertahankan dan membangkitkan kembali minat generasi muda terhadap budaya lokal, terutama budaya Jawa. Pengujian game ini melibatkan analisis validitas konten, validitas konstruk melalui pendekatan multi-ahli, dan pengujian usability dengan USE Questionnaire. Hasil validitas menunjukkan tingkat validitas sangat valid, dan pengujian kegunaan menunjukkan kepuasan yang tinggi dengan persentase kegunaan sebesar 94%. Dengan hasil ini, dapat disimpulkan bahwa ""Metabharata"" layak dipertahankan dan dikembangkan lebih lanjut sebagai kontribusi terhadap pengembangan game berbasis budaya lokal. 
  
Kata Kunci— 2D Game, Metabharata, Waterfall Model, Wayang Jawa, Revitalisasi Budaya.","Waterfall model, Android (operating system), Computer science, Operating system, Art, Software, Computer graphics (images), Humanities",JournalArticle,10.26740/jinacs.v5n04.p608-615,"This research aims to develop a 2D Metabharata game based on the Android platform using the Waterfall model with Unity software as a cultural heritage preservation tool for wayang Jawa, specifically targeting young generations. The study ensures a structured approach in its development process through this method, aiming to enhance appreciation of wayang Jawa art, strengthen local community connections, support local game development, and create interactive and engaging media for revitalizing local culture.",WdhKN0sAAAAJ:q3CdL3IzO_QC,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar,True
"Yuni Yamasari, Anita Qoiriah, Naim Rochmawati, Aditya Prapanca",cPj-iOIAAAAJ;-_VNTSIAAAAJ;RvG7jG4AAAAJ;N6RJilIAAAAJ;8wFXNjYAAAAJ;WdhKN0sAAAAJ;hn5jrnAAAAAJ,Applying Data Mining For Anomalies Detection On The Academic Performance Of Student,2024,"5th Vocational Education International Conference (VEIC-5 2023), 767-771, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:xtoqd-5pKcoC,"One of the crucial problems in online learning is the difficulty of monitoring student academic performance by teachers.However, research to find a solution to this problem is not much.On the other hand, the change in the educational paradigm during the corona pandemic resulted in large amounts of data stacks, especially student data.Data mining is often used to identify patterns in large datasets that can be used to train AI models.So, Data mining can be applied to student data to find knowledge or information that can be used to create a better educational environment.Therefore, our research focuses on the application of data mining to overcome the difficulties of monitoring student performance.The method used is based on density.Furthermore, our research detects an anomaly that occurs in student academic performance which produces information about students whose academic performance is different from the majority of other students.This knowledge is very important for teachers to prevent student failure in achieving academic performance.","Data Mining, Student, Academic Performance, Anomalies Detection",Book Chapter,10.2991/978-2-38476-198-2_105,,WdhKN0sAAAAJ:xtoqd-5pKcoC,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar,True
Aditya Prapanca,WdhKN0sAAAAJ,Pengembangan Web Sso Unesa Dengan Penambahan Colourblind Mode Menggunakan Algoritma Berbasis Hue And Saturation,2024,"Journal of Informatics and Computer Science (JINACS) 5 (03), 456-465, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:Dip1O2bNi0gC,"Abstrak— Penelitian ini mengulas tentang buta warna, suatu kondisi di mana seseorang tidak dapat membedakan warna tertentu yang dapat dibedakan oleh mata normal. Kondisi ini dapat disebabkan oleh kelainan genetika sejak lahir atau akibat penggunaan obat-obatan. Umumnya diderita oleh laki-laki, sementara wanita hanyalah sebagai pembawa gen resesif. Buta warna dapat dibagi menjadi tiga jenis: monokromasi, dikromasi, dan anomali trikromasi. Penderita buta warna dapat mengalami kesulitan membedakan warna merah, hijau, biru, dan kuning. 
Perbedaan ini disebabkan oleh kerusakan pada sel kerucut mata atau faktor genetik. Wanita pembawa gen buta warna, meskipun secara fisik tidak mengalami kelainan, dapat menurunkan faktor buta warna kepada anaknya. Beberapa obat dan faktor lingkungan juga dapat menyebabkan buta warna pada perempuan. Pentingnya topik ini dalam desain UI (User Interface) adalah bahwa kebutaan warna dapat memengaruhi pengalaman pengguna, dengan kesulitan membaca teks, memahami tampilan grafis, atau menavigasi UI jika warna yang digunakan tidak kontras. Desain inklusif, seperti colorblind mode, dapat membantu meningkatkan aksesibilitas. 
Penelitian ini mencakup pengembangan Colour Blind Mode pada web SSO UNESA dengan menggunakan algoritma berbasis Hue and Saturation. Algoritma ini membantu mengidentifikasi masalah dalam penggunaan sistem oleh individu dengan kebutaan warna. Evaluasi dilakukan menggunakan System Usability Scale (SUS) untuk mengukur tingkat usability dan kepuasan pengguna terhadap desain baru. Hasil penelitian ini diharapkan dapat memberikan solusi untuk meningkatkan aksesibilitas dan pengalaman pengguna bagi individu dengan kebutaan warna di web SSO UNESA. 
  
Kata Kunci— Buta Warna, Colorblind Mode, Algoritma Hue and Saturation, System Usability Scale (SUS), Aksesibilitas UI (User Interface)","Hue, Saturation (graph theory), Computer science, Mode (computer interface), Artificial intelligence, Mathematics, Operating system, Combinatorics",JournalArticle,10.26740/jinacs.v5n03.p456-465,"This research explores the development of a Color Blind Mode on the SSO system at UNESA using a hue and saturation-based algorithm to address visual impairments by identifying issues in its usage for individuals with color vision deficiency, aiming to enhance accessibility and user experience for those affected by color blindness on the SSO platform.",WdhKN0sAAAAJ:Dip1O2bNi0gC,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar,True
