Authors,Author IDs,Title,Year,Journal,Link,Abstract,Keywords,Document Type,DOI,TLDR,Scraped_By_Pipeline
"Kartika Chandra Dewi, Riskyana Dewi Intan P, Yuni Rosita Dewi, Renny Sari Dewi, Raden Roro Hapsari Peni Agustin T","R9rGmc4AAAAJ,DiBTIz4AAAAJ,i0pkJZoAAAAJ,4VXQFKYAAAAJ,N40Vh64AAAAJ",A Cobit-Based Framework For Assessing The Maturity Level Of Sinau Digital Unesa,2025.0,"2025 IEEE International Conference on Emerging Trends in Engineering and …, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4VXQFKYAAAAJ&pagesize=100&citation_for_view=4VXQFKYAAAAJ:cFHS6HbyZ2cC,"The Sinau Digital Unesa (SDU) is a crucial platform supporting various academic activities, including the Academic Postpone Proposal application feature. However, this feature faces challenges from both user perspectives, including students and academic advisors, and technical standpoints. This study evaluates the alignment of business processes and supporting technology using the COBIT 2019 framework, specifically within the DSS01 (Manage Operations) domain. Document observation and stakeholder interviews were conducted, followed by stages such as audit work paper preparation, data collection, maturity score analysis, then its evaluation. The findings, which reveal a maturity score of 2.23 (Repeatable) with identified weaknesses in the DSS01.02 process and strengths in DSS01.04, contribute to SDG4 (quality education) by enhancing the accessibility and efficiency of academic processes, supporting lifelong learning opportunities. Moreover, it aligns with SDG9 (Industry, Innovation, and Infrastructure) by promoting resilient and sustainable technological infrastructure for education. Strategic recommendations aim to bridge the gap between the current state and the expected standard, while future studies can expand the evaluation to other domains within the COBIT 2019 framework for a more comprehensive understanding of SDU performance.","education quality, academic application, maturity level, COBIT 2019",Conference,10.1109/ETECOM66111.2025.11319034,,True
Raden Roro Hapsari Peni Agustin T,N40Vh64AAAAJ,A Cognitive Assessment Instrument For Hots Development In Technical Drawing Subjects Utilizing Quizziz Learning Platform,2023.0,"Jurnal Ilmu Pendidikan 29 (1), 1-6, 2023",https://journal2.um.ac.id/index.php/jip/article/download/37634/11503,"Assessment or evaluation is the activity of collecting student information or a program of activities related to certain dimensions or attributes, such as student learning outcomes in teaching a field of study or the effectiveness of studying a field of study organized by the teacher, to be compared. Dimensional or characteristic excellence standards are associated with students or activity programs. For example, Quizizz, a digital platform that helps students master reading, is a multiplayer class activity that allows all students to practice reading skills using mobile devices, such as tablets, iPads, and Smartphones. This research use the Research and Development (R&D) method using the ADDIE research development model which is very applicable in the development of formal education. Based on the results of the validation value analysis carried out by two validators, the average percentage of very feasible category assessment instruments was 90.62 percent. Based on the results of the validity test shown on the 32 multiple choice HOTS questions used in the pilot study with 33 students, 26 items were determined to be valid. Based on the results of the reliability test, the value of the test analysis is included in the ""high"" category. The study of the difficulty level of the 32 questions yielded the following results: 15 simple questions, 14 moderate questions, and three challenging questions. In addition, according to the analysis of discriminatory power, nine items fall into the proper category, 21 items fall into the good category, one item falls into the poor category, and one item falls into the very poor category.","Instrument, Quizizz, Higher Order Thinking Skills, Technical Drawing",JournalArticle,10.17977/um048v29i1p1-6,This research uses the Research and Development (R&D) method using the ADDIE research development model which is very applicable in the development of formal education.,True
"Raden Roro Hapsari Peni Agustin T, Atik Wintarti, Elly Matul Imah","N40Vh64AAAAJ,lFCI_vsAAAAJ,tzjThtIAAAAJ","A Comparative Study Of Pca, Fft And Wavelet As Feature Extraction For Gamelan Tones Recognition",2017.0,"Advanced Science Letters 23 (12), 12012-12015, 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=tzjThtIAAAAJ&pagesize=100&citation_for_view=tzjThtIAAAAJ:Wp0gIr-vW9MC,"Gamelan is an Indonesian traditional music that has been accepted in the world. Gamelan needs to be preserved, not only used, appreciated but also be studied. The main purpose of this study is to present comparative study of some feature extraction methods including Principal Component Analysis (PCA), Fast Fourier Transform (FFT), Haar Wavelet and Daubechies Wavelet, for Gamelan Tones Recognition in completely equal working conditions. The dataset were used to recognition a total of 210 signals from Universitas Negeri Surabaya (Unesa) Gamelan Tones record. Recognition algorithm that has been used in this study is Random Forest. The experimental result show that PCA has the best performance than the other methods, with the accuracy of recognition is 96.6% and CPU time to build the model is 0.21 seconds.","FFT, Feature Extraction, Gamelan, PCA, Recognition, Wavelet",Text,10.1166/ASL.2017.10563,,True
"Wiyli Yustanti, Rifqi Abdillah, Riskyana Dewi Intan P, Raden Roro Hapsari Peni Agustin T","CxdwNaYAAAAJ,nyyfjCgAAAAJ,DiBTIz4AAAAJ,N40Vh64AAAAJ",A Comparative Study Of Supervised Feature Selection Methods For Predicting Uang Kuliah Tunggal (Ukt) Groups,2025.0,"J-Icon: Jurnal Komputer dan Informatika 13 (2), 68-76, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CxdwNaYAAAAJ&pagesize=100&citation_for_view=CxdwNaYAAAAJ:dfsIfKJdRG4C,"The manual classification of Uang Kuliah Tunggal (UKT) groups at Indonesian public universities is laborious, subjective, and error-prone, especially given the explosion of socio-economic data captured via online admission portals. In this study, we evaluate five feature selection techniques Chi-Square filter, Random Forest importance, Recursive Feature Elimination, LASSO embedded selection, and Exploratory Factor Analysis on a dataset of 9,369 applicants described by 53 socio-economic variables. Six classifiers (Decision Tree, Random Forest, SVM-RBF, K-Nearest Neighbor, and Naïve Bayes) were tuned via stratified 5-fold cross-validation within an 80:20 train-test split. Performance was measured by accuracy, macro-F1, and training time, and differences in weighted-average accuracy across feature-selection scenarios were assessed using the Friedman test (χ² = 15.06, p = 0.010). Results show that reducing to 13 features via LASSO (weighted-average accuracy 0.730) or Chi-Square (0.678) significantly outperforms both the full feature baseline (0.624) and the EFA baseline (0.303), while cutting computational costs by over 40%. We conclude that supervised feature selection particularly LASSO and Chi-Square enables simpler, faster, and more transparent UKT prediction without sacrificing accuracy. The novelty of this study lies in comparing five feature-selection methods within a standardized preprocessing pipeline on real UKT data from UNESA, resulting in a 13-feature subset aligned with the current UKT policy. This finding is ready to be integrated into an automated UKT verification system to enhance decision accuracy and efficiency.","Keywords:, Uang Kuliah Tunggal, Feature Selection, UKT Classification",JournalArticle,10.35508/jicon.v13i2.23893,"It is concluded that supervised feature selection particularly LASSO and Chi-Square enables simpler, faster, and more transparent UKT prediction without sacrificing accuracy, and is ready to be integrated into an automated UKT verification system to enhance decision accuracy and efficiency.",True
"Dimas Novian Aditia Syahputra, Rifqi Abdillah, Moch Deny Pratama, M Adamu Islam Mashuri, Ricky Eka Putra, Riskyana Dewi Intan P, Raden Roro Hapsari Peni Agustin T, Muhammad Febrilian Dwi Syahputra, Cendra Devayana Putra, Faris Abdi El Hakim","-tpBKawAAAAJ,nyyfjCgAAAAJ,pb3-UjwAAAAJ,wwhACXoAAAAJ,cPj-iOIAAAAJ,DiBTIz4AAAAJ,N40Vh64AAAAJ,2lw6P3IAAAAJ,XdEn69YAAAAJ,-gGGkMcAAAAJ",A Comprehensive Research Of Supervised Learning Strategies Using Machine Learning And Artificial Neural Network Models For Human Personality Trait Classification: A Multi-Model …,2025.0,"Proceeding of International Joint Conference on UNESA 3 (1), 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Thp8jg0AAAAJ&cstart=100&pagesize=100&citation_for_view=Thp8jg0AAAAJ:AXPGKjj_ei8C,"Computational approaches to personality trait classification are becoming increasingly significant across various disciplines, including psychology, education, and digital behavior analysis. This research investigates the performance of nine supervised learning algorithms, including conventional classifiers e.g., Logistic Regression, Decision Trees, Naive Bayes, K-Nearest Neighbors, and Support Vector Machines, ensemble techniques e.g., Random Forest, Gradient Boosting, and AdaBoost, and Artificial Neural Networks (ANNs) in predicting personality types from structured behavioral data. This dataset consists of features e.g., time spent alone, frequency of social interactions, and digital activity patterns. Preprocessing steps e.g., label encoding are applied to prepare the data for model compatibility. Evaluation is performed using metrics derived from the confusion matrix e.g., accuracy, precision, recall, and F1 score. The findings show that ANNs, Gradient Boosting, Naive Bayes, and SVM consistently achieve the highest performance across all metrics, with an accuracy of 92.93%. Notably, Naive Bayes a relatively simple and computationally efficient model matched the performance of more complex algorithms, suggesting a valuable trade-off between interpretability and predictive power. This highlights the relevance of considering computational efficiency and model transparency when implementing personality classification systems. By offering a comprehensive comparative analysis across different model using structured non-textual behavioral indicators, this research provides new perspectives on designing machine learning-based personality prediction frameworks, particularly in contexts where accuracy and interpretability are equally valued. Furthermore, these findings provide new insights into the potential of lightweight models for scalable psychological profiling, and provides recommendations for future improvements in terms of data diversity, feature expansion, and model explainability.","Personality Trait, Supervised Learning, Ensemble Method, Artificial Neural, Behavioral Analysis",Articles,,,True
"Ricky Eka Putra, Riskyana Dewi Intan P, Raden Roro Hapsari Peni Agustin T, Naim Rochmawati, Cendra Devayana Putra","cPj-iOIAAAAJ,DiBTIz4AAAAJ,N40Vh64AAAAJ,8wFXNjYAAAAJ,XdEn69YAAAAJ",A Design Of Inventory Information System For Borrowing And Returning Of Goods In Laboratory Of Information Technology Department Of Ft Unesa,2016.0,"Seminar Nasional Riset Terapan 1, A246-A255, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&citation_for_view=8wFXNjYAAAAJ:_FxGoFyzp5QC,"Laboratory plays a very important role in supporting teaching and learning at JTIF UNESA. Apart from being a place for student to do a practicum, the laboratory can be a center of research for the academic community in JTIF. The Laboratory has many tools or equipments to support learning, teaching and research. Because of this reason, the laboratory needs to record the equipment when students or lecturers want to borrow the equipments. So far the recording of the equipment is done manually . This research tries to design information system of equipment lending.
This information system is built using software engineering methods Waterfall by using  the PHP programming language, HTML5, CSS3, Jquery, and PostgreSQL as the  database.
System information is made based on the needs of existing entities in UNESA JTIF laboratory that will allow chief of Laboratory and the chief of department in monitoring the lending of equipment in the laboratory JTIF UNESA.","Waterfall model, Practicum, Waterfall, Engineering management, Computer science, Software, Information system, Software engineering, World Wide Web, Engineering, Operating system, Medical education",Article,,,True
Raden Roro Hapsari Peni Agustin T,N40Vh64AAAAJ,A Desirable Online Digital Music Sales Design-A Systematic Literature Review,2020.0,"International Journal of Advanced Science and Technology 29 (7), 1-19, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Smb2eg8AAAAJ&pagesize=100&citation_for_view=Smb2eg8AAAAJ:IjCSPb-OGe4C,"© 2020 SERSC. Designing a digital music online shop that is desirable to the majority of the user is not an easy thing. Many variables involved are to look for. There is already research on this topic from the early age of the digital music transformation in the early 20th until now, but each of them is researching part of what makes a good desirable design. It makes a partial solution for those who try to make an online digital music offering or service, showed by the many unsuccessful tries of business entry in this field. Even the successful one can still thrive more if they can improve their offering the right way. This research is making a systematic literature review to make a comprehensive study from the part by part of the many previous studies on this matter to find out what factors are involved in the desirable design of online digital music sales, the state of the arts concerning related factors, what factors that is missing out that could lead to create a design using a conceptual framework design for creating a design prototype that is preferred by users and could still give benefit to the artist and the music industry.","Computer science, Systematic review, MEDLINE, Political science",Review,,,True
"Ardhini Warih Utami, Raden Roro Hapsari Peni Agustin T, Salamun Rohman Nudin","ZBAnb64AAAAJ,N40Vh64AAAAJ,wlGfsB0AAAAJ",A Development Of Web-Based Information System Of Monitoring And Evaluation Of Students Creativity Program In Engineering Faculty Of Unesa,2017.0,"Seminar Nasional Riset Terapan 2, A25-A32, 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZBAnb64AAAAJ&pagesize=100&citation_for_view=ZBAnb64AAAAJ:eQOLeE2rZwMC,"Pekan Ilmiah Mahasiswa Nasional (PIMNAS) is final result from Program Kreatifitas Mahasiswa (PKM). In 2017 the Faculty of Engineering achieved the highest ranking in Unesa in the proposal acceptance of PKM 5 Sector, which is 20 proposals. But only one passes to PIMNAS. The results of monitoring and evaluation conducted by internal and external parties indicate the intensity of guidance that is less than the maximum. Then required an information system that can facilitate the process of guidance to improve the quality of proposals and reports PKM. In this research, developed a Information System Monitoring and Evaluation of Web Based PKM in Faculty of Engineering Unesa. The result of information system development is expected to facilitate the monitoring and evaluation process at Faculty level. So it can accelerate the monitoring and evaluation conducted by supervisors and internal reviewers in providing better advice to improve the quality of proposals and reports PKM.","creativity, student, pimnas, monitoring, evaluate",Artikel,,,True
"Raden Roro Hapsari Peni Agustin T, Prof.Dr.Yatim Riyanto, Riskyana Dewi Intan P","N40Vh64AAAAJ,6RBIukkAAAAJ,DiBTIz4AAAAJ",A Effort Of An Academic Supervision On Guidance And Counselling Teachers To The Success Of Students Achievements At The Junior High School Students In Jombang Regency Of East …,2023.0,"Journal of Namibian Studies 34, 5695-5713, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=6RBIukkAAAAJ&cstart=100&pagesize=100&citation_for_view=6RBIukkAAAAJ:AXPGKjj_ei8C,,,Artikel,,,True
"Ardhini Warih Utami, Raden Roro Hapsari Peni Agustin T, Rahadian Bisma","ZBAnb64AAAAJ,N40Vh64AAAAJ,eEtHoOAAAAAJ","A Engineering Of Information Technology Requirement Of Final Project Quality Procedure Of Engineering Faculty, Surabaya State University",2016.0,"Seminar Nasional Riset Terapan 1, A275-A282, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=eEtHoOAAAAAJ&pagesize=100&citation_for_view=eEtHoOAAAAAJ:u-x6o8ySG0sC,"The rapid development of information and communication technologies, known by the term Information and Communication Technology (ICT), has penetrated many areas of life is no exception education and teaching (Ward & Peppard, 2003). On the other hand with the ICT process information transfer can be done anytime without being tied to space and time (Ward &Griffiths, 1996). Faculty of Engineering, State University of Surabaya already started with mengimplemetasikan ISO 9001: 2015 for quality procedures that are used as a quality assurance for monitoring, providing guidelines and procedures. Quality procedures are owned by the quality assurance unit consisting of 28 procedures related to all business processes contained in the organization. Documentation of quality management system that includes a written statement of the quality policy and quality objectives quality manual quality procedures and reference work or work instructions to ensure effective operational planning  and  control  processes  of  the  company.  In  connection  with  documented  quality procedures should be established implemented and maintained. The final project is a stage that must be passed by a non-education students to complete their studies is writing the Final (TA). The final task is the scientific papers written on the basis of practical research and study of literature. The final task to make students demonstrated analytical capabilities, combined with the practical exploration of the relevant science. The purpose of this research is the technological requirements engineering and software design in accordance with the quality standards set by the institution in this regard is the engineering faculty who have referred to the ISO 9001: 2015. And the expected development of software that has been designed in accordance with quality procedures and can be applied or implemented","Keywords:, quality procedures, final, administration",Articles,,,True
"Raden Roro Hapsari Peni Agustin T, Yuliani Puji Astuti, Riskyana Dewi Intan P","N40Vh64AAAAJ,Tz8EfXcAAAAJ,DiBTIz4AAAAJ","A General Framework Of Covid-19 Model With Control Strategies: The Application Of Large-Scale Social Restrictions, Self-Quarantine, And Immune System Improvement In Surabaya …",2021.0,"Journal of Physics: Conference Series 1899 (1), 012066, 2021",https://iopscience.iop.org/article/10.1088/1742-6596/1899/1/012066/pdf,"A covid-19 is a virus disease of worldwide importance which spread not only in a small country such as Mongolia but also in a large country like the United State. It is caused by a severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and well known as droplet-borne disease. The droplets containing coronavirus are spread through the air within a meter and deposited on the mucous membranes of suscpetible person. The aim of this study was to produce a general framework model of corona virus disease with the application of large-scale social restriction, self-quarantine and immune system improvement as control strategies to reduce the spread of the disease. This study was conducted in Surabaya, Indonesia with a total of 299 positive patients infected with covid-19 until the fourth week of April, 2020. The transmission routes of the disease had been constructed based on the real problem. Therefore, human population have been divided into some sub-population based on the characteritics of disease symptoms. The spread of covid-19 have been formulated mathematically by using compartment model. Stability analysis had been done for a free disease equilbrium and an endemic equilibrium. Moreover, numerical simulation were also provided to quantify the disease dynamics.","Quarantine, Coronavirus disease 2019 (COVID-19), Disease, Population, Transmission (telecommunications), Coronavirus, Scale (ratio), Pandemic, Environmental health, Medicine, Computer science, Geography, Biology, Infectious disease (medical specialty), Ecology, Telecommunications, Internal medicine, Cartography",Article,10.1088/1742-6596/1899/1/012066,"A general framework model of corona virus disease with the application of large-scale social restriction, self-quarantine and immune system improvement as control strategies to reduce the spread of the disease is produced.",True
"Wiyli Yustanti, Ricky Eka Putra, Riskyana Dewi Intan P, Raden Roro Hapsari Peni Agustin T, Cendra Devayana Putra","CxdwNaYAAAAJ,cPj-iOIAAAAJ,DiBTIz4AAAAJ,N40Vh64AAAAJ,XdEn69YAAAAJ",A Hybrid Clustering–Classification Framework For Smes Success Level Prediction,2025.0,"JIEET (Journal of Information Engineering and Educational Technology) 9 (2 …, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CxdwNaYAAAAJ&pagesize=100&citation_for_view=CxdwNaYAAAAJ:abG-DnoFyZgC,"Micro, Small, and Medium Enterprises (SMEs) are vital to economic growth, yet their complex success determinants necessitate advanced predictive modeling. This study proposes a hybrid clustering-classification framework to classify and predict SME success levels based on 22 multidimensional indicators, including financial literacy, FinTech adoption, and entrepreneurial resilience. K-Means clustering was first applied to the survey data, yielding three optimal success personas, validated by the highest Silhouette Score (0.5238). These clusters were labeled with Beginner and Conventional, Stable Digital Adopter, and Digital Innovator SMEs. These empirically derived clusters served as pseudo-labels for the classification stage. Classification algorithms were tested with and without the Synthetic Minority Oversampling Technique (SMOTE). While ensemble methods (Random Forest, LightGBM) and SVM performed well, the K-Nearest Neighbors (KNN) algorithm consistently outperformed all others, achieving the highest F1-Score (0.9324) under SMOTE implementation. The findings validate the effectiveness of the hybrid clustering-classification approach in accurately mapping and predicting SME success levels. The resulting model serves as a robust, data-driven tool for policymakers to guide targeted interventions and digital training programs, fostering sustainable SME development.","SME, Hybrid Method, Classification, K-Mean Clustering, Prediction","JournalArticle, Review",10.26740/jieet.v9n2.p89-100,"A hybrid clustering-classification framework to classify and predict SME success levels based on 22 multidimensional indicators, including financial literacy, FinTech adoption, and entrepreneurial resilience serves as a robust, data-driven tool for policymakers to guide targeted interventions and digital training programs, fostering sustainable SME development.",True
"Raden Roro Hapsari Peni Agustin T, I Gusti Putu Asto Buditjahjanto, Riskyana Dewi Intan P","N40Vh64AAAAJ,yObeL8gAAAAJ,DiBTIz4AAAAJ",A Hybrid Intelligent System For Decision Making,2011.0,"Journal of Applied Sciences Research 7 (3), 274-285, 2011",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yObeL8gAAAAJ&pagesize=100&citation_for_view=yObeL8gAAAAJ:geHnlv5EZngC,"In this paper we design a hybrid intelligent system to help decision maker to make a good decision in economic and emission dispatch (EED) problem. The EED problem is in multiobjective form. The objectives are to minimize fuel cost and to minimize emission. The proposed approach consists of four stages such as multiobjective optimization problem, clustering, fuzzy inference system and decision making. In the first stage NSGA2 method is used to solve EED problem with some optimal solutions, in the second stage FCM is used to cluster those optimal solutions then in the third stage Mamdani FIS is used to build rule bases and the last stage a decision is selected by decision maker. To learn EED problem three scenarios are given. Those scenarios are profit oriented, environment oriented and profit and environment oriented. Decision maker must select the best solution as a decision where the decision is based on the scenario. Then decision maker's decision is used to calculate decision score. The higher decision score is the better decision.","Multi-objective optimization, Computer science, Mathematical optimization, Engineering, Artificial intelligence, Mathematics, Machine learning",Article,10.1016/j.cie.2006.06.011,"A hybrid intelligent system to help decision maker to make a good decision in economic and emission dispatch (EED) problem, which consists of four stages such as multiobjective optimization problem, clustering, fuzzy inference system and decision making.",True
"Moh. Khoridatul Huda, Riskyana Dewi Intan P","b4_EdJYAAAAJ,DiBTIz4AAAAJ",A Learning Trajectory For Developing Computational Thinking In Prospective Mathematics Teachers Through Python Programming In Google Colab,2025.0,"Alifmatika: jurnal pendidikan dan pembelajaran matematika 7 (1), 34-52, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:ULOm3_A8WrAC,"Computational thinking (CT) is a fundamental skill that needs to be developed by prospective mathematics teachers to improve problem-solving and logical reasoning. Integrating programming into mathematics learning is an effective approach to training this skill. This study aimed to design a hypothetical learning trajectory (HLT) for developing CT using Python programming on Google Colab. This study used a didactical design research (DDR) framework consisting of three stages: prospective analysis, metapedadidactic analysis, and retrospective analysis. The research participants were prospective mathematics teacher students enrolled in a computer programming course. Data were collected through observation, code artefacts, and reflective interviews. The results showed that HLT, designed in stages, improved the four main components of CT: decomposition, abstraction, pattern recognition, and algorithmic thinking. The students experienced improvements in breaking down problems, devising more efficient solutions, recognising patterns in code structures, and systematically designing algorithms. In addition, Google Colab supports learning by providing a collaborative and accessible programming environment. However, minor syntax errors and lack of attention to indentation were found. This study recommends using structured debugging strategies and project-based learning in optimizing CT development. The findings indicate that the integration of programming into the education of prospective mathematics teachers can equip them with essential CT skills to support technology-based mathematics teaching.","Computational Thinking, Google Colab, Hypothetical Learning, Learning Trajectory, Prospective Math Teacher, Python Programming",JournalArticle,10.35316/alifmatika.2025.v7i1.34-52,The findings indicate that the integration of programming into the education of prospective mathematics teachers can equip them with essential CT skills to support technology-based mathematics teaching.,True
